source1_entity_id	candidate_entity_ids
S1-941786684	S2-21458643,S2-471540697,S2-482380575,S2-540005643,S2-749007729,S2-779063504,S2-90040565,S3-106728052,S3-164877461,S3-203911406,S3-319157758,S3-337676844,S3-377211461,S3-501078612,S3-523566894,S3-549531669,S3-614300694,S3-673597182,S3-84389480,S3-856775026,S3-913433211,S3-93509158,S3-988977282
S1-61434219	S2-255746643,S2-686273480,S2-760656425,S2-919741061,S2-931594628,S3-152579784,S3-155658818,S3-170105031,S3-23715167,S3-327843903,S3-334155581,S3-354557238,S3-430254443,S3-610207653,S3-634532546,S3-694814916,S3-863952292,S3-916564162
S1-531928114	S2-104952404,S2-127219034,S2-232656420,S2-232940193,S2-254244402,S2-286079379,S2-408752598,S2-414293572,S2-420202495,S2-46545618,S2-501371408,S2-575500452,S2-655408804,S2-761912887,S2-769600607,S2-796868968,S2-799218322,S2-803539095,S2-822562373,S2-854003878,S2-857019028,S2-950950039,S2-986115477,S3-123929282,S3-176329043,S3-194389138,S3-256361270,S3-417297011,S3-426020560,S3-505074779,S3-616793249,S3-739312697,S3-893441488,S3-960532968,S3-998446209
S1-226964528	S2-188295837,S2-479684729,S2-625675086,S2-668289696,S2-74003616,S2-783527981,S3-180885195,S3-225065620,S3-560636619,S3-659975818,S3-709974281
S1-973613897	S2-18824946,S2-193715408,S2-378659927,S2-485960600,S2-59151218,S2-702038236,S2-82374128,S3-285613238,S3-369182945,S3-369799886,S3-376512712,S3-430225486,S3-74285787,S3-783544039,S3-875802633,S3-875866915,S3-967574298
S1-635996806	S2-175232844,S2-366070890,S2-403858184,S2-417219305,S2-430318441,S2-621473485,S2-661272914,S2-706634627,S2-72116429,S2-746097597,S2-756480026,S2-795263604,S2-797453714,S2-820410002,S2-906086535,S2-949124193,S2-959699201,S3-10993329,S3-213365773,S3-214153458,S3-221792017,S3-330657023,S3-447448464,S3-450861274,S3-485526850,S3-531152617,S3-569647899,S3-690040528,S3-692984253,S3-708891756,S3-767505238,S3-770372727,S3-783030214,S3-824886886
S1-340160815	S2-624863102,S3-554186594
S1-583880304	S2-329486779,S3-163327193,S3-180585258
S1-446697179	S2-224201763,S2-377640723,S2-647640576,S2-711906490,S2-751644079,S2-86619877,S2-922150401,S2-94442181,S3-1253685,S3-142602324,S3-155425282,S3-216815698,S3-271646714,S3-306718024,S3-515389728,S3-517364994,S3-53354920,S3-539935079,S3-769824375,S3-770888965,S3-787413121,S3-830237412,S3-949307490
S1-479832626	S2-202628267,S2-408047595,S2-429021413,S2-599419816,S2-611602480,S3-120203723,S3-507463477,S3-747016064
S1-386984673	S2-2557962,S2-475237686,S2-58499622,S2-987599033,S3-170824470,S3-190861228,S3-271489206,S3-603491072
S1-11302207	S2-317371776,S2-462497845,S2-885753406,S3-494568989,S3-547274579,S3-757395085
S1-425587153	S2-258111012,S2-37217309,S2-465460574,S2-522989755,S2-536756969,S2-696163364,S2-802837546,S3-131158560,S3-139238877,S3-142161259,S3-149565445,S3-153728789,S3-405328706,S3-48926935,S3-574136968,S3-627345153,S3-633923028,S3-654854802,S3-702254487,S3-740785174,S3-840280069,S3-866103109,S3-920630019,S3-96017410,S3-998730144
S1-999104734	S2-852757806,S3-332258316,S3-581627959
S1-330914939	S2-100393828,S2-248977143,S2-268697328,S2-348122696,S2-36367458,S2-373678906,S2-40327099,S2-466217356,S2-471154795,S2-478116399,S2-517545221,S2-536811066,S2-599943670,S2-714688585,S2-725424033,S2-732056002,S2-770131583,S2-772510390,S2-797750820,S2-853967561,S2-884366351,S2-953485582,S2-971027861,S2-97731459,S3-168564211,S3-182430622,S3-437412670,S3-460297829,S3-460373674,S3-608740521,S3-645384746,S3-749630201,S3-801491022,S3-818753890,S3-825828743
S1-81834207	S2-197956367,S2-313706159,S2-364143834,S2-521119697,S2-5819745,S2-606313402,S2-646074015,S2-972217409,S3-180429868,S3-36113120,S3-548958145,S3-607032775,S3-766258428,S3-767171258,S3-946767503
S1-143510112	S2-790943015,S2-820850032,S2-853550873,S2-906075995,S3-170636886,S3-830037515,S3-973711701
S1-60238486	S2-100393828,S2-248977143,S2-254185550,S2-268697328,S2-348122696,S2-36367458,S2-373678906,S2-40327099,S2-466217356,S2-471154795,S2-478116399,S2-517545221,S2-536811066,S2-599943670,S2-714688585,S2-725424033,S2-732056002,S2-770131583,S2-772510390,S2-797750820,S2-853967561,S2-884366351,S2-953485582,S2-971027861,S2-97731459,S3-168564211,S3-182430622,S3-215580372,S3-437412670,S3-595188737,S3-608740521,S3-645384746,S3-749630201,S3-801491022,S3-825828743
S1-295437535	S2-40566285,S2-525911086,S2-969740937,S3-561030747,S3-651788103,S3-918259250
S1-406842558	S2-258885217,S3-193026644,S3-27134803
S1-392556227	S2-742398993,S3-101232577,S3-419803661,S3-486250442,S3-974771944
S1-520706871	S2-100972051,S2-111761628,S2-125381550,S2-153776503,S2-181737978,S2-566696825,S2-699500794,S2-739185108,S2-779918174,S2-837065407,S3-127657435,S3-192304778,S3-209632496,S3-219349972,S3-239223018,S3-240664021,S3-319839427,S3-34445297,S3-402560707,S3-421252899,S3-516310432,S3-683913732,S3-819678087,S3-836363091,S3-904932057
S1-314155272	S2-511832664,S3-119231992,S3-698373689
S1-162257554	S2-15513994,S2-230516090,S2-406725056,S3-491038561,S3-840183265
S1-567125574	S2-150838296,S3-50720946
S1-755326947	S2-366213001,S2-399167041,S2-429617431,S2-516197815,S2-899854654,S3-323550477,S3-788271788,S3-893190803
S1-766890897	S2-33617065,S2-430487676,S2-435123543,S2-576428419,S2-644029227,S2-69755788,S2-70074734,S3-110349245,S3-115793707,S3-137174211,S3-150807003,S3-203549607,S3-241186702,S3-296240409,S3-303320006,S3-321128474,S3-322974564,S3-328821394,S3-35962365,S3-401336848,S3-475071565,S3-560791095,S3-642821429,S3-733903477,S3-735674792,S3-743592424,S3-805670560,S3-808125751,S3-885787619,S3-914411406
S1-496258616	S2-672308533,S2-73315583,S3-518640125
S1-813704961	S2-623318081,S3-147071369,S3-569946471,S3-783237326,S3-937622638
S1-508022910	
S1-117568069	S2-290439977,S2-335767714,S2-359710026,S2-373095169,S2-387475091,S2-494010727,S2-581021904,S2-672370575,S2-682232309,S2-736404659,S2-76890617,S2-787387820,S2-795255485,S2-858814730,S2-876613194,S2-878470287,S2-885209932,S2-991306982,S2-99393133,S3-172512834,S3-313861708,S3-340159230,S3-357195386,S3-36225965,S3-363156840,S3-401995384,S3-532085283,S3-570379166,S3-612299681,S3-774478709,S3-800115953,S3-870484133,S3-892137899,S3-903795460,S3-964631283
S1-560952743	S2-149268351,S2-396362929,S2-428665001,S2-503436377,S2-585697744,S2-923633397,S3-142775867,S3-249522001,S3-389392497,S3-435261219,S3-736391862
S1-776686932	S2-667655982,S3-653415229,S3-675413406
S1-134143616	S2-528500563,S2-671061897,S3-218370044,S3-393867082,S3-536754838
S1-883281842	S2-165103426,S2-466747962,S2-667852727,S2-957935953,S3-271888732
S1-192757112	S2-139157293,S2-29099690,S2-344356876,S2-35672280,S2-97554123,S3-512233131,S3-850800659
S1-665710461	S2-43570481,S2-787616883,S3-18129770,S3-645906351,S3-737853821,S3-947725853
S1-276296929	S2-15486976,S2-476342882,S2-916920341,S3-481989377,S3-895076340
S1-67933723	S2-284141243,S2-408726804,S2-554817992,S2-564756722,S2-568919099,S2-66728537,S2-794175299,S2-840539663,S2-88589147,S2-904973226,S2-920517108,S3-161331208,S3-225049378,S3-225625130,S3-257871121,S3-327086535,S3-36419781,S3-607622452,S3-71052267,S3-740323634,S3-829098205,S3-834325663
S1-361085942	S2-348789468,S2-721920607,S3-268604879
S1-349849273	S2-272999161,S3-140354156,S3-253961631
S1-185551815	S2-705917357,S2-738595618,S2-802497249,S2-946710970,S2-975496359,S2-978066138,S3-139765335,S3-316763075,S3-324612419,S3-468427467,S3-561229924,S3-720936390,S3-751162050,S3-88503627,S3-924583075,S3-938289413
S1-691806118	S2-112895437,S2-155715739,S2-244913873,S2-389397198,S2-570592656,S2-682611163,S2-708457005,S2-741384203,S2-802444266,S2-870329083,S2-918671514,S2-936538697,S2-960749965,S3-132585579,S3-133441794,S3-145457240,S3-369799886,S3-402237140,S3-450453776,S3-460800223,S3-498934893,S3-651095723,S3-740985790,S3-772751614,S3-805120500,S3-867954903,S3-920414119,S3-93658850
S1-677577431	S2-734471678,S2-974181350,S3-302208337,S3-491929753,S3-703348450
S1-524423134	S2-157451062,S2-195954440,S2-245407427,S2-316391206,S2-379003152,S2-399482677,S2-550426200,S2-551614479,S2-567445909,S2-577088819,S2-632914205,S2-721755422,S2-768525936,S2-898637381,S3-162125177,S3-177746021,S3-196642637,S3-218041890,S3-290134258,S3-483430575,S3-536794292,S3-805996823,S3-942048890
S1-745867296	S2-136507770,S2-22544434,S2-242802870,S2-345480531,S2-43113841,S2-604871582,S2-622879631,S2-791815488,S2-824967636,S2-875721956,S2-885755783,S3-116867893,S3-152251935,S3-345534271,S3-888421770
S1-715910928	S2-149210354,S2-308004681,S2-964372690,S3-321196339,S3-418007144,S3-533969703,S3-84037995
S1-523182155	S2-103603271,S2-133269684,S2-198723291,S2-203490391,S2-406015535,S2-737977439,S2-762265123,S2-928746985,S2-991884843,S3-409313711,S3-544596430,S3-566523861,S3-738526276
S1-819347180	S2-251794267,S3-218350669,S3-611073721
S1-842582339	S2-210739114,S2-212885739,S2-332783247,S2-718008063,S2-781787478,S3-198707522,S3-455248213,S3-488119949,S3-517179359,S3-702311125,S3-789259677,S3-827122580,S3-84822830,S3-923995241,S3-933030974
S1-944869323	S2-167880419,S2-276440490,S2-367237866,S2-418844166,S2-49680847,S2-618844064,S2-657355752,S2-884845385,S3-135063094,S3-192367257,S3-218984238,S3-243030748,S3-304299787,S3-31256465,S3-517160004,S3-664968319,S3-674167,S3-778802724
S1-833492633	S2-185815139,S2-19262137,S2-236544027,S2-257866123,S2-26138707,S2-290734878,S2-302338930,S2-321816304,S2-356418625,S2-382246554,S2-399521391,S2-42996984,S2-445772691,S2-490200888,S2-498877600,S2-51304489,S2-560614089,S2-574156484,S2-609128161,S2-631982442,S2-664348256,S2-801348645,S2-827584632,S2-875097846,S2-884393987,S2-899617241,S2-91790174,S2-936368755,S2-960740002,S2-964075237,S2-984400939,S3-163537924,S3-184297142,S3-529805102,S3-531303240
S1-6536886	S2-571765856,S3-492584127
S1-830177070	
S1-562378871	S2-125217177,S2-164774900,S2-717239355,S3-194950029,S3-361884466,S3-442578325
S1-891833169	S2-25345424,S2-344767037,S2-404380749,S2-41839440,S2-454483045,S2-65554277,S3-137840589,S3-138946498,S3-460992484,S3-47532688,S3-718419415,S3-756552760,S3-816084220,S3-897745424,S3-957782509
S1-132767242	S2-115641859,S2-191613484,S2-221136974,S2-230318262,S2-232344097,S2-236578462,S2-250127490,S2-275696593,S2-305290055,S2-33211040,S2-360478176,S2-397255793,S2-422716036,S2-448621199,S2-491402302,S2-55664548,S2-580427846,S2-59118631,S2-676624824,S2-904488870,S2-983439720,S3-180224560,S3-192390779,S3-296935932,S3-320715619,S3-423339537,S3-476401475,S3-622499032,S3-734611856,S3-779642627,S3-833424378,S3-866311700,S3-878079181,S3-922077992,S3-923706084
S1-606034416	S2-105913459,S2-121122975,S2-172475646,S2-201322975,S2-227019177,S2-246709075,S2-262606198,S2-26697424,S2-27391982,S2-292335754,S2-310699059,S2-359549629,S2-37521992,S2-398928707,S2-399522607,S2-505086652,S2-53095324,S2-60070530,S2-697967787,S2-797275788,S2-798016383,S2-841621186,S2-889749509,S2-892419737,S2-896587297,S2-907480604,S2-964197508,S3-22324102,S3-237656454,S3-335243331,S3-378298943,S3-380091899,S3-499497315,S3-830838530,S3-998628231
S1-511599958	S2-243126027,S2-596331849,S2-972895499,S3-106289459,S3-245768508,S3-543836731
S1-968599654	S2-308636331,S3-363754411,S3-413476035,S3-867868464
S1-908308724	S2-197953372,S2-253245428,S2-266437162,S2-334991974,S2-357511209,S2-366480050,S2-378660284,S2-399866773,S2-492589350,S2-504612567,S2-518859576,S2-600433503,S2-621897365,S2-650607812,S2-660091990,S2-767535321,S2-774316610,S2-778612308,S2-815315339,S2-840093914,S2-857812018,S2-876550689,S2-959349075,S3-161755914,S3-311928554,S3-344613341,S3-478293486,S3-559434817,S3-56301013,S3-595539211,S3-73180305,S3-792548532,S3-931877179,S3-957699670,S3-999512002
S1-710149190	S2-60796846,S3-868919904
S1-120396535	S2-169546802,S2-186080711,S2-229292282,S2-246287577,S2-29126792,S2-329252075,S2-340874994,S2-40073277,S2-42346903,S2-491931906,S2-533429272,S2-588695902,S2-63346157,S2-720050181,S2-823313134,S2-858260333,S2-908257933,S2-946239794,S3-25466273,S3-284933331,S3-342122461,S3-349896561,S3-393561881,S3-431342165,S3-545941916,S3-56022963,S3-580534416,S3-606339353,S3-644256772,S3-713274587,S3-791378915,S3-858958913,S3-8617717,S3-879206063
S1-107384007	S2-618593764,S3-731434111
S1-493243219	S3-137892345,S3-735348122,S3-824823298
S1-159951883	S2-156573872,S2-20605961,S2-210062866,S2-22986055,S2-277996470,S2-281025226,S2-285248484,S2-31818821,S2-320581764,S2-341455263,S2-399419463,S2-406945354,S2-448940065,S2-481071542,S2-48233411,S2-547557150,S2-582570386,S2-609161415,S2-662227064,S2-731163714,S2-823813982,S2-831323446,S2-835142245,S2-868127388,S2-884637854,S2-895840866,S2-900544727,S2-904176125,S2-950851985,S2-992686249,S2-99841727,S3-196193290,S3-560847801,S3-744431960,S3-814888495
S1-331538406	S2-279286807,S2-374038024,S2-542793063,S2-656873710,S2-781836094,S2-796474854,S3-108983925,S3-115704991,S3-160669569,S3-182890574,S3-21151979,S3-237395575,S3-259458283,S3-2610823,S3-269090604,S3-279719398,S3-336747262,S3-338218092,S3-45895204,S3-518222544,S3-592754160,S3-626431751,S3-718050643,S3-755221429,S3-839940533,S3-873882874
S1-261726983	S2-131606423,S2-138085185,S2-375677540,S2-617842496,S2-682080483,S2-935585902,S3-236630190,S3-246470648,S3-295108007,S3-451616196,S3-492039971,S3-503027078,S3-511664230,S3-517852687,S3-606690831,S3-614296147,S3-665301477,S3-6712284,S3-703916571,S3-830590140,S3-932190079
S1-510104716	S2-533280675,S2-689049050,S2-859923729,S3-441653673
S1-671006742	S2-730529305,S3-436848619,S3-543789245,S3-582990591
S1-153559765	S3-25113409,S3-760336227,S3-927742738
S1-655243944	S2-250099454,S2-253536276,S2-317701142,S2-490127701,S2-639668840,S2-875654390,S2-881386306,S2-901334823,S2-9243688,S2-965135891,S2-975209030,S2-987788937,S3-289893897,S3-314023886,S3-338328034,S3-455912056,S3-70783129,S3-773448579,S3-897530021
S1-978845068	
S1-659175866	S2-405356055,S3-235520529,S3-387776647,S3-52430000
S1-326503462	S2-49944750,S2-542161463,S3-613695736,S3-820579230
S1-9750168	S2-169129232,S3-997618515
S1-816099628	S2-551601984,S2-551913215,S2-566099391,S3-395951554,S3-610231308,S3-709733167,S3-763462955,S3-955450841
S1-166609944	S2-429123768,S2-991673471,S3-775010535,S3-912252220,S3-91858577
S1-885325753	S2-364378443,S2-820279250,S2-862529360,S3-367808282,S3-966459797
S1-852775221	S2-430487676,S2-435123543,S2-576428419,S2-644029227,S2-69755788,S2-70074734,S3-110349245,S3-115793707,S3-137174211,S3-150807003,S3-203549607,S3-241186702,S3-296240409,S3-303320006,S3-321128474,S3-322974564,S3-328821394,S3-35962365,S3-401336848,S3-475071565,S3-560791095,S3-642821429,S3-733903477,S3-735674792,S3-743592424,S3-805670560,S3-808125751,S3-885787619,S3-914411406
S1-394928776	S2-142550479,S2-167775591,S2-263158594,S2-267872800,S2-287660910,S2-361585498,S2-388389063,S2-443188528,S2-453254444,S2-458860562,S2-572648775,S2-584654166,S2-588004289,S2-611615974,S2-613033114,S2-651027670,S2-715670431,S2-764567958,S2-766597833,S2-799529721,S2-820207139,S2-875242013,S2-879728336,S2-885313615,S2-897360687,S2-90392132,S2-91003961,S2-913937007,S3-259631390,S3-451536720,S3-463158707,S3-468334870,S3-738731348,S3-793456964,S3-838999423
S1-33679216	S3-603605205,S3-980203975
S1-953545521	S2-178012926,S2-232490044,S2-480409113,S2-491312605,S3-451217093
S1-911672680	S2-130662011,S2-134068521,S2-21210516,S2-21686764,S2-320416778,S2-334153830,S2-403293711,S2-417703309,S2-421478196,S2-424074688,S2-487303318,S2-511658666,S2-567389681,S2-686359914,S2-745454428,S2-830634880,S2-902949763,S2-938295713,S2-970047503,S2-975393416,S3-207220815,S3-243450859,S3-289353728,S3-366875971,S3-407346259,S3-45762096,S3-501305950,S3-534105789,S3-646768022,S3-767735364,S3-786005686,S3-791722854,S3-86125233,S3-880608203,S3-907049814
S1-688253956	S2-150321982,S2-20100889,S2-229434487,S2-259107219,S2-298755393,S2-308860945,S2-381416319,S2-439958506,S2-468055683,S2-495426490,S2-509328231,S2-582371029,S2-755156637,S2-880181111,S2-960273699,S2-961415907,S3-163492874,S3-164014538,S3-167064286,S3-220562587,S3-246480970,S3-283997795,S3-390286010,S3-470906902,S3-472382215,S3-506001026,S3-561525141,S3-757640964,S3-833529867,S3-84870616,S3-875723263,S3-902050100,S3-911776789,S3-96877441,S3-981590643
S1-298371744	S2-335101704,S2-502426341,S2-81894707,S3-140879538
S1-10222665	S2-358886055,S3-435742722,S3-599611593,S3-759580237
S1-431962796	S2-624690197,S2-822482916,S3-230287276,S3-325898797,S3-707494753
S1-958358002	S2-295253343,S2-334803373,S2-404279811,S2-413978746,S2-516736166,S2-867126413,S2-96406827,S2-99859010,S3-129906398,S3-161097138,S3-272193615,S3-352945960,S3-367683292,S3-406420449,S3-497301111,S3-539672506,S3-915676955,S3-917410533,S3-967165288
S1-17273223	S2-32135349,S2-688091194,S3-503290558,S3-883734251
S1-798604530	S2-414631356,S3-509940827
S1-260786295	S2-148507622,S2-263623499,S2-308771257,S3-126821570,S3-460934251,S3-499502191,S3-584785197
S1-574271583	S2-308807234,S2-567264163,S2-626684761
S1-536974738	S2-15538892,S2-163907414,S2-187648463,S2-209966010,S2-31495493,S2-43587955,S2-454756088,S2-467699852,S2-488842690,S2-520229980,S2-525390784,S2-554758433,S2-585132276,S2-631975485,S2-671061897,S2-695255656,S2-781532039,S2-797403279,S2-804096484,S2-891724637,S3-14411598,S3-290935183,S3-312828212,S3-313623455,S3-501559207,S3-509162315,S3-515914744,S3-614161266,S3-664975636,S3-744588467,S3-783274386,S3-818961399,S3-866706087,S3-86836573,S3-973042357
S1-683515854	S2-283112567,S2-406130909,S2-434073238,S2-569860965,S2-597139895,S3-145863982,S3-217613117,S3-230949869,S3-357534361,S3-406939248,S3-532594506,S3-805908225,S3-970016712
S1-658885004	S2-61592759,S2-747831792,S2-77747369,S2-941044225,S3-391261306,S3-849187368,S3-943938430
S1-274126313	S2-51486805,S2-680265918,S2-736616474,S3-461169176,S3-461175723,S3-494527226,S3-850112871,S3-925631694
S1-70043295	S2-444059466,S2-561874334,S2-587062138,S2-795477703,S3-467746072,S3-755461019
S1-804634352	S2-118654969,S2-123102552,S2-123907445,S2-221369333,S2-226758568,S2-298615086,S2-411750648,S2-480315914,S2-710082259,S2-731831807,S2-77284617,S2-790425886,S2-85820812,S2-867823269,S2-87977816,S3-301481867,S3-382064174,S3-441774008,S3-503394121,S3-506349597,S3-516363421,S3-649235994,S3-66780748,S3-771795745,S3-813455390,S3-839987822,S3-989717999
S1-243930232	S2-337942322,S2-950290299,S3-338228632
S1-347639856	S2-549696851,S3-355445032,S3-74869075
S1-854284989	S2-54609117,S2-551453076,S2-580208171,S2-786417426,S2-836589646,S2-956658428,S3-317013910,S3-324443283,S3-421869378,S3-578194741,S3-676690737,S3-690859996
S1-764746653	S3-390989711,S3-803270467
S1-485414585	S2-333748173,S3-122687142,S3-425803841,S3-665243166,S3-730989427
S1-517243718	S2-109795050,S2-62326821,S2-948791610,S3-13978070,S3-318626968
S1-542407941	S2-142550479,S2-167775591,S2-263158594,S2-267872800,S2-287660910,S2-361585498,S2-388389063,S2-443188528,S2-453254444,S2-458860562,S2-572648775,S2-584654166,S2-588004289,S2-611615974,S2-613033114,S2-651027670,S2-715670431,S2-764567958,S2-766597833,S2-799529721,S2-820207139,S2-875242013,S2-879728336,S2-885313615,S2-897360687,S2-90392132,S2-91003961,S2-913937007,S3-259631390,S3-451536720,S3-463158707,S3-468334870,S3-738731348,S3-793456964,S3-838999423
S1-178800424	S2-159685752,S2-197971996,S2-23183100,S2-23906512,S2-360913282,S2-396086142,S2-500420598,S2-728392916,S2-822042025,S2-873614553,S2-919981612,S2-970682825,S3-245086490,S3-361366846,S3-448185782,S3-530330775,S3-643883815,S3-734591480,S3-742586482,S3-780625122,S3-891266455,S3-900652028,S3-94550626,S3-960849739,S3-982459134
S1-299773245	S2-72392493,S3-337941716,S3-460127726,S3-594387888
S1-382680258	S2-47230496,S3-247836878
S1-11627159	S2-121381055,S2-14461671,S2-153404729,S2-198863718,S2-232490044,S2-252623679,S2-255122739,S2-285260766,S2-429934193,S2-475161347,S2-516007752,S2-52983709,S2-567268382,S2-574183114,S2-649722676,S2-666235437,S2-679625068,S2-755422053,S2-775511888,S2-81915747,S2-833849412,S2-860136722,S2-89923888,S2-902028636,S2-902843744,S2-905679603,S2-94421348,S3-18304832,S3-242913124,S3-280241076,S3-515296015,S3-793628788,S3-81804477,S3-848221265,S3-870527398
S1-300289723	S2-511478461,S2-525313782,S2-57664490,S2-775973920,S3-110082597,S3-291285469,S3-393899216,S3-436985986,S3-702330052,S3-717653834,S3-918851466
S1-748107569	S2-367005874,S2-785304586,S3-275446284,S3-974622214
S1-292900819	S2-285810778,S2-752874267,S2-935808193,S3-330657023,S3-511058262
S1-400465176	S2-215257035,S2-368532205,S2-380283155,S2-504611800,S2-729610875,S2-799748371,S2-819298917,S2-866687990,S2-993497404,S3-144302503,S3-144935392,S3-15163201,S3-180606404,S3-280594698,S3-405390063,S3-45879646,S3-502652112,S3-518183833,S3-863827301,S3-871477485,S3-95154899
S1-575158793	S2-155798618,S2-171818402,S2-46257294,S2-749979646,S2-826854820,S2-874300009,S2-889279675,S3-143254989,S3-159288836,S3-160907448,S3-360297174,S3-657350219,S3-749935778,S3-887568381,S3-900204886,S3-999871105
S1-882213843	S2-151437622,S2-214084079,S2-235175535,S2-244199728,S2-256814214,S2-313883888,S2-376437903,S2-393369363,S2-397641530,S2-426683016,S2-438605806,S2-462119129,S2-556071304,S2-557031545,S2-605350174,S2-632922146,S2-759114743,S2-850493755,S2-90119518,S2-914514330,S3-131347113,S3-201486043,S3-334379933,S3-490701147,S3-501425410,S3-550185556,S3-587086752,S3-606497358,S3-640440086,S3-659330414,S3-662003974,S3-750026852,S3-76932731,S3-788662951,S3-924583075
S1-73266388	S2-894725743,S3-401668889,S3-448329295,S3-612037826,S3-685521228,S3-928505846
S1-3892247	S2-105591933,S2-785445145,S3-343324038,S3-60504713
S1-644319783	S2-652669800,S2-658391185,S3-678832069
S1-798071102	S2-461202461,S2-534031952,S3-100334786,S3-144804925,S3-187317992,S3-23247872,S3-85201670
S1-25801510	S2-394006831,S2-581258162,S2-675257135,S3-484758283,S3-861049851
S1-704070992	S2-18894308,S2-483893032,S3-435938668,S3-629022248,S3-670016217,S3-674050325
S1-304116959	S2-140724632,S2-156573872,S2-20605961,S2-210062866,S2-22986055,S2-277996470,S2-281025226,S2-285248484,S2-31818821,S2-320581764,S2-341455263,S2-399419463,S2-448940065,S2-456934782,S2-481071542,S2-48233411,S2-547557150,S2-582570386,S2-609161415,S2-662227064,S2-731163714,S2-823813982,S2-831323446,S2-835142245,S2-868127388,S2-884637854,S2-895840866,S2-900544727,S2-904176125,S2-950851985,S2-992686249,S2-99841727,S3-242131698,S3-316672413,S3-968500624
S1-666499407	
S1-185491325	S2-114803651,S2-156719146,S2-277316319,S2-410963764,S2-436009197,S2-65755767,S2-692542191,S2-775062568,S2-983995539,S3-272737741,S3-429716891,S3-661297563,S3-92715799,S3-939158732,S3-946165958,S3-998485304
S1-605002576	S2-306446692,S3-170668442
S1-107023539	S2-753320574
S1-986669870	S2-339664985,S2-36258717,S2-371999426,S2-433203473,S2-437213172,S2-454483045,S2-454597630,S2-480672999,S2-568385282,S2-726966483,S2-859876492,S2-885688618,S2-907618496,S2-991413150,S3-219568160,S3-284772274,S3-580009558,S3-658560966,S3-678022396,S3-907936268,S3-933668196,S3-965399571
S1-994856538	S2-23075265,S2-656069398,S2-857959104,S3-419708185,S3-643687320,S3-657205470
S1-839661205	S2-117955411,S2-237114,S2-249651604,S2-251721185,S2-335061475,S2-339113111,S2-341011019,S2-34107264,S2-432313044,S2-470479244,S2-548700789,S2-576816251,S2-596331849,S2-600829269,S2-608008769,S2-674558752,S2-681085350,S2-703976439,S2-749468029,S2-756848974,S2-790539347,S2-805166932,S2-815246923,S2-81957525,S2-83675330,S2-915515104,S3-200853205,S3-247609615,S3-253689376,S3-309891655,S3-343498582,S3-346071531,S3-446980961,S3-758280839,S3-829119803
S1-82820917	S2-105538271,S2-195753628,S2-301790605,S2-52115458,S2-602839471,S2-650740364,S2-729703162,S2-818097853,S2-924782473,S3-32297663,S3-566083295,S3-604264304,S3-805702580,S3-854555958,S3-86798127,S3-899812702,S3-966325464
S1-837264242	S2-254503072,S2-288988475,S2-76961843,S3-231894450,S3-936718471
S1-150681360	S2-820677859,S3-560930929
S1-661293113	S2-105340806,S2-110330823,S2-142047567,S2-18898775,S2-211414877,S2-23844841,S2-273284707,S2-350487755,S2-374452698,S2-401480583,S2-442489544,S2-50765682,S2-549452883,S2-616495682,S2-644236550,S2-764567958,S2-794888021,S2-871842149,S2-895344296,S2-981186279,S3-169401038,S3-220185394,S3-224709514,S3-23760856,S3-353828820,S3-499852081,S3-812895334,S3-81959282,S3-84732027,S3-870664415
S1-83813770	S2-196132237,S2-32145026,S2-72430512,S2-762856523,S2-800964257,S3-512007172
S1-691899933	S2-923049403,S3-144618016
S1-555737979	S2-112125675,S2-156886638,S2-190895424,S2-22391750,S2-285704094,S2-424292,S2-440328259,S2-500189197,S2-619707851,S2-765500135,S2-766284534,S2-778888972,S2-783107139,S2-831647129,S2-884156972,S2-90213471,S2-90794520,S2-927661646,S2-93459822,S2-94442442,S2-988228571,S2-999053505,S3-149943641,S3-278546786,S3-363775441,S3-378787817,S3-400472893,S3-42025062,S3-57336374,S3-58534173,S3-664210786,S3-674388904,S3-710881528,S3-793215927,S3-875714198
S1-423333394	S2-124089263,S2-13096182,S2-196684456,S2-333604697,S2-50890721,S2-512862501,S2-519910408,S2-64218504,S2-664357232,S2-749061837,S2-838471439,S2-90154375,S2-963679620,S3-131841806,S3-182307210,S3-261416111,S3-261533299,S3-367030145,S3-424231009,S3-550392794,S3-556463948,S3-70499720,S3-707773058,S3-830970141,S3-889389857,S3-915559121,S3-921492267,S3-931208363,S3-95624694,S3-9648333
S1-425128718	S2-646495109,S2-707289303,S2-715233606,S2-89273229,S2-954742978,S2-983318792,S3-167710208,S3-565421484,S3-664574722,S3-779993239,S3-90360043
S1-204552244	S2-136972900,S2-154102797,S2-176034363,S2-22391750,S2-249688648,S2-251558083,S2-304562241,S2-379588018,S2-469412047,S2-479181098,S2-489125381,S2-593117235,S2-602769666,S2-731066709,S2-788245208,S2-803353102,S2-821967722,S2-869040543,S2-94442442,S2-952678608,S2-954201105,S2-988228571,S3-165309032,S3-20638299,S3-250537420,S3-31977274,S3-379025755,S3-473977203,S3-608619498,S3-654758503,S3-779182918,S3-891847666,S3-905677362,S3-916484684,S3-998314844
